"Account_Length";"Phone_Number";"Inter_Plan";"Total_Day_Min";"Total_Day_calls";"Total_Evening_Min";"Total_Evening_Calls";"Total_Night_Minutes";"Total_Night_Calls";"Total_Int_Min";"Total_Int_Calls";"No_of_Calls_Customer_Service";"Churn";"N_of_Vmail_Mesgs_VMail_Plan";"Total_Charge"
48.0;"408-4529";"no";152.0;63.0;258.8;131.0;263.2;109.0;15.7;5.0;2.0;"TRUE";22.0;63.92
43.0;"417-5320";"no";230.2;147.0;186.7;121.0;128.4;100.0;9.2;3.0;0.0;"FALSE";-1.0;63.26
122.0;"370-9755";"no";174.9;103.0;248.2;105.0;164.6;116.0;13.5;3.0;1.0;"TRUE";33.0;61.89
93.0;"372-4835";"no";190.2;68.0;262.2;64.0;130.0;92.0;8.8;4.0;0.0;"FALSE";-1.0;62.85
85.0;"334-6605";"no";176.4;122.0;224.9;123.0;219.6;50.0;11.5;1.0;1.0;"FALSE";-1.0;62.1
59.0;"399-5564";"no";160.9;95.0;251.2;65.0;273.4;97.0;5.0;5.0;3.0;"FALSE";-1.0;62.35000000000001
87.0;"392-2887";"no";228.7;90.0;163.0;99.0;154.1;90.0;11.8;3.0;1.0;"FALSE";-1.0;62.86
137.0;"328-2110";"no";144.0;90.0;181.6;100.0;128.1;93.0;12.3;2.0;0.0;"FALSE";-1.0;49.0
21.0;"383-5976";"no";135.9;90.0;271.0;84.0;179.1;89.0;9.5;7.0;6.0;"FALSE";31.0;56.77
129.0;"332-6181";"no";334.3;118.0;192.1;104.0;191.0;83.0;10.4;6.0;0.0;"TRUE";-1.0;84.56
104.0;"330-5255";"no";130.5;77.0;131.2;117.0;264.7;63.0;13.0;6.0;0.0;"FALSE";-1.0;48.760000000000005
93.0;"413-5190";"no";134.2;105.0;162.5;128.0;186.6;90.0;11.8;2.0;4.0;"TRUE";21.0;48.209999999999994
63.0;"394-7447";"no";278.0;102.0;266.4;114.0;224.1;118.0;13.1;4.0;4.0;"TRUE";-1.0;83.52000000000001
161.0;"353-7096";"no";105.4;70.0;214.8;122.0;223.6;126.0;7.8;5.0;0.0;"FALSE";-1.0;48.35000000000001
50.0;"395-6002";"no";188.9;94.0;203.9;104.0;151.8;124.0;11.6;8.0;3.0;"FALSE";-1.0;59.4
103.0;"372-9816";"no";111.8;85.0;239.6;102.0;268.3;81.0;6.9;4.0;1.0;"FALSE";24.0;53.31
84.0;"400-7253";"no";159.1;106.0;149.8;101.0;213.4;108.0;13.0;18.0;1.0;"FALSE";33.0;52.89
92.0;"344-7470";"no";212.4;105.0;224.6;118.0;221.3;105.0;9.0;4.0;1.0;"FALSE";-1.0;67.59
77.0;"378-8572";"no";142.3;112.0;306.3;111.0;196.5;82.0;9.9;1.0;1.0;"FALSE";-1.0;61.74000000000001
64.0;"345-9140";"yes";346.8;55.0;249.5;79.0;275.4;102.0;13.3;9.0;1.0;"TRUE";-1.0;96.15
159.0;"340-5460";"no";113.9;102.0;145.3;146.0;195.2;137.0;11.8;9.0;1.0;"FALSE";15.0;43.68
110.0;"369-8024";"yes";267.9;103.0;263.3;74.0;178.1;106.0;8.3;2.0;1.0;"TRUE";27.0;78.17
138.0;"395-8595";"no";171.4;117.0;115.2;128.0;224.5;115.0;17.0;4.0;3.0;"FALSE";-1.0;53.62
178.0;"359-4587";"no";275.4;150.0;187.5;62.0;147.1;126.0;13.6;3.0;1.0;"FALSE";-1.0;73.05
38.0;"375-5439";"no";197.2;118.0;249.9;70.0;298.9;104.0;3.9;2.0;0.0;"FALSE";31.0;69.26
50.0;"361-3779";"no";192.6;97.0;135.2;101.0;216.2;101.0;7.9;2.0;2.0;"FALSE";35.0;56.09
45.0;"375-8934";"no";91.7;104.0;150.6;119.0;63.3;103.0;7.7;5.0;1.0;"FALSE";26.0;33.32
70.0;"395-4757";"no";126.3;99.0;141.6;106.0;255.9;96.0;9.6;2.0;0.0;"FALSE";-1.0;47.61999999999999
147.0;"421-7205";"no";251.5;107.0;234.1;110.0;213.4;87.0;10.4;6.0;3.0;"FALSE";33.0;75.07
94.0;"379-8805";"no";190.6;108.0;152.3;95.0;144.7;97.0;7.5;5.0;1.0;"FALSE";-1.0;53.88999999999999
179.0;"348-2150";"no";116.1;101.0;201.8;99.0;181.9;103.0;11.6;5.0;0.0;"FALSE";-1.0;48.21
116.0;"417-9128";"no";217.3;91.0;216.1;95.0;148.1;76.0;11.3;3.0;2.0;"FALSE";-1.0;65.02
59.0;"351-4226";"no";179.4;80.0;232.5;99.0;175.8;105.0;14.7;3.0;0.0;"FALSE";-1.0;62.14
165.0;"330-6630";"no";207.7;109.0;164.8;94.0;54.5;91.0;7.9;3.0;0.0;"FALSE";-1.0;53.900000000000006
133.0;"387-9137";"no";277.3;138.0;228.4;117.0;117.3;103.0;12.8;4.0;2.0;"TRUE";-1.0;75.28999999999999
140.0;"372-3987";"no";125.3;84.0;167.6;121.0;260.6;94.0;8.4;4.0;1.0;"FALSE";-1.0;49.55
93.0;"408-5183";"no";138.1;91.0;167.3;72.0;238.9;115.0;6.8;3.0;2.0;"FALSE";32.0;50.290000000000006
52.0;"412-9357";"no";169.3;88.0;225.9;97.0;172.0;86.0;8.2;3.0;0.0;"FALSE";38.0;57.93000000000001
64.0;"402-3599";"no";201.3;101.0;143.8;89.0;150.2;127.0;12.3;3.0;1.0;"FALSE";27.0;56.519999999999996
12.0;"379-5211";"yes";216.7;117.0;116.5;126.0;220.0;110.0;9.8;4.0;2.0;"FALSE";-1.0;59.29
48.0;"405-9217";"no";190.4;92.0;317.5;85.0;133.4;113.0;8.3;4.0;2.0;"FALSE";-1.0;67.6
181.0;"340-9200";"no";143.3;91.0;195.5;58.0;223.3;95.0;6.0;7.0;1.0;"FALSE";-1.0;52.650000000000006
168.0;"339-9026";"no";97.4;57.0;203.6;98.0;173.9;124.0;11.4;2.0;2.0;"FALSE";42.0;44.779999999999994
155.0;"343-4772";"no";181.4;111.0;167.7;92.0;168.5;122.0;11.3;3.0;3.0;"FALSE";-1.0;55.72
105.0;"345-2108";"no";246.4;83.0;256.2;101.0;169.0;151.0;3.8;4.0;0.0;"FALSE";-1.0;72.31
11.0;"401-4650";"no";143.4;130.0;289.4;50.0;194.0;100.0;9.7;6.0;2.0;"FALSE";-1.0;60.33
182.0;"400-3945";"no";104.9;111.0;198.5;120.0;258.2;91.0;8.0;5.0;2.0;"FALSE";-1.0;48.48
104.0;"338-3781";"no";156.2;93.0;193.0;54.0;222.7;94.0;13.1;5.0;1.0;"FALSE";-1.0;56.519999999999996
102.0;"342-6316";"no";114.8;125.0;81.9;126.0;304.3;101.0;12.0;4.0;0.0;"FALSE";-1.0;43.41
122.0;"336-5920";"no";232.5;96.0;205.5;120.0;213.7;91.0;11.9;2.0;0.0;"FALSE";-1.0;69.83
41.0;"332-1060";"no";143.6;117.0;152.4;108.0;194.4;110.0;8.6;3.0;1.0;"FALSE";-1.0;48.43
132.0;"418-3426";"no";176.7;132.0;244.1;80.0;176.3;120.0;9.1;4.0;2.0;"FALSE";-1.0;61.18
76.0;"408-6326";"no";263.4;148.0;230.3;69.0;170.6;101.0;11.4;5.0;1.0;"TRUE";-1.0;75.12
13.0;"334-6142";"no";146.4;74.0;148.5;92.0;216.7;96.0;11.3;3.0;1.0;"FALSE";-1.0;50.309999999999995
115.0;"336-6128";"no";145.0;72.0;194.5;157.0;242.3;138.0;14.2;3.0;2.0;"FALSE";33.0;55.91
67.0;"406-6708";"no";167.8;91.0;167.7;69.0;110.3;71.0;8.4;12.0;1.0;"FALSE";-1.0;50.010000000000005
154.0;"388-8670";"no";166.9;99.0;154.9;97.0;189.4;89.0;7.2;5.0;0.0;"FALSE";-1.0;52.0
100.0;"363-5853";"no";142.5;87.0;195.7;88.0;122.1;117.0;7.8;8.0;2.0;"FALSE";-1.0;48.46
146.0;"383-6544";"yes";133.0;65.0;262.8;93.0;214.3;128.0;11.2;3.0;1.0;"FALSE";-1.0;57.61000000000001
148.0;"378-2940";"no";252.9;129.0;284.3;88.0;262.8;99.0;12.3;1.0;1.0;"FALSE";11.0;82.30999999999999
67.0;"338-7683";"no";95.0;94.0;291.2;73.0;159.6;114.0;10.0;2.0;2.0;"FALSE";28.0;50.78
161.0;"329-2786";"yes";194.2;106.0;249.4;105.0;254.9;129.0;12.9;1.0;1.0;"TRUE";-1.0;69.16
70.0;"369-9465";"no";222.8;114.0;215.9;113.0;223.5;122.0;0.0;0.0;1.0;"FALSE";-1.0;66.29
116.0;"337-3769";"no";201.8;82.0;231.5;95.0;226.1;130.0;16.5;5.0;0.0;"FALSE";-1.0;68.62
99.0;"400-6257";"no";216.0;125.0;232.3;104.0;215.5;100.0;9.3;4.0;2.0;"TRUE";42.0;68.67999999999999
87.0;"411-6663";"no";146.3;108.0;171.8;102.0;167.5;66.0;5.3;9.0;1.0;"FALSE";-1.0;48.44
87.0;"384-3101";"no";234.8;85.0;140.9;91.0;204.3;93.0;9.5;5.0;1.0;"FALSE";-1.0;63.660000000000004
70.0;"339-5329";"no";198.6;111.0;213.9;115.0;171.2;105.0;10.6;6.0;2.0;"FALSE";-1.0;62.5
131.0;"388-9944";"no";94.4;80.0;215.1;101.0;179.7;108.0;13.1;9.0;2.0;"FALSE";-1.0;45.959999999999994
119.0;"403-1769";"no";190.4;74.0;215.6;113.0;161.2;111.0;10.0;1.0;2.0;"FALSE";-1.0;60.65
119.0;"390-1612";"no";142.6;77.0;208.2;126.0;171.0;102.0;12.0;2.0;3.0;"FALSE";32.0;52.87
87.0;"421-7214";"yes";134.2;80.0;165.0;71.0;173.1;102.0;10.7;5.0;0.0;"FALSE";-1.0;47.519999999999996
112.0;"338-6962";"no";111.9;92.0;114.0;143.0;146.8;79.0;14.1;3.0;5.0;"TRUE";-1.0;39.13
75.0;"333-9826";"no";122.8;89.0;211.3;104.0;261.4;91.0;10.7;2.0;2.0;"FALSE";-1.0;53.49
150.0;"411-8549";"no";189.3;77.0;220.9;105.0;238.7;117.0;9.2;5.0;4.0;"FALSE";-1.0;64.17999999999999
161.0;"381-9234";"no";240.4;112.0;201.8;102.0;206.1;112.0;16.1;6.0;0.0;"FALSE";38.0;71.64
91.0;"387-9855";"yes";93.5;112.0;183.4;128.0;240.7;133.0;9.9;3.0;0.0;"FALSE";24.0;44.99
124.0;"371-6990";"no";158.6;104.0;211.2;77.0;179.3;104.0;10.2;8.0;3.0;"FALSE";-1.0;55.73
94.0;"417-3046";"yes";243.2;109.0;147.0;88.0;94.9;99.0;7.2;4.0;4.0;"FALSE";-1.0;60.05
217.0;"385-7082";"no";176.4;115.0;158.8;128.0;306.6;107.0;9.3;3.0;4.0;"FALSE";-1.0;59.8
158.0;"365-5886";"no";220.9;129.0;242.2;108.0;233.3;75.0;6.4;5.0;0.0;"FALSE";-1.0;70.37
102.0;"373-5196";"no";144.4;87.0;266.5;128.0;217.6;59.0;7.1;7.0;0.0;"FALSE";-1.0;58.910000000000004
85.0;"327-6194";"no";212.3;107.0;228.4;103.0;163.3;116.0;7.7;3.0;0.0;"FALSE";-1.0;64.92999999999999
79.0;"381-4565";"no";147.0;72.0;165.7;102.0;243.2;107.0;8.4;9.0;1.0;"FALSE";-1.0;52.28
139.0;"357-9832";"no";96.2;112.0;178.9;70.0;182.1;84.0;12.9;10.0;2.0;"FALSE";25.0;43.23
103.0;"396-4845";"no";263.4;118.0;179.1;69.0;214.7;112.0;10.3;2.0;0.0;"FALSE";-1.0;72.44
98.0;"378-6772";"yes";12.5;67.0;256.6;90.0;169.4;88.0;7.7;9.0;1.0;"FALSE";-1.0;33.63999999999999
78.0;"353-4296";"no";162.3;116.0;192.4;86.0;240.6;100.0;10.1;3.0;2.0;"FALSE";-1.0;57.49999999999999
50.0;"362-8331";"no";183.6;107.0;58.6;118.0;202.6;99.0;8.7;3.0;1.0;"FALSE";-1.0;47.66
161.0;"362-4685";"no";178.1;109.0;146.5;86.0;137.6;78.0;8.5;2.0;1.0;"FALSE";-1.0;51.22
67.0;"383-1431";"no";201.4;101.0;97.6;122.0;202.5;119.0;7.0;3.0;0.0;"FALSE";-1.0;53.540000000000006
86.0;"332-2258";"no";123.0;158.0;133.9;119.0;138.2;103.0;13.3;4.0;1.0;"FALSE";38.0;42.099999999999994
92.0;"375-8304";"no";208.0;125.0;198.9;76.0;76.4;97.0;8.6;6.0;0.0;"FALSE";-1.0;58.029999999999994
174.0;"340-5580";"no";239.2;72.0;188.5;124.0;105.6;116.0;8.8;3.0;1.0;"FALSE";-1.0;63.809999999999995
124.0;"362-1490";"no";193.0;97.0;89.8;99.0;172.8;104.0;15.3;3.0;1.0;"FALSE";-1.0;52.35000000000001
132.0;"336-4281";"no";174.5;101.0;245.6;105.0;172.8;76.0;10.3;9.0;1.0;"FALSE";31.0;61.11
190.0;"361-1315";"no";116.7;71.0;145.9;88.0;175.1;103.0;9.9;3.0;1.0;"FALSE";26.0;42.790000000000006
101.0;"342-5906";"no";93.8;127.0;150.0;104.0;241.1;116.0;10.7;2.0;1.0;"FALSE";-1.0;42.44
185.0;"405-7904";"yes";154.1;114.0;118.7;106.0;258.4;105.0;12.9;3.0;2.0;"FALSE";30.0;51.4
68.0;"349-4762";"no";239.5;82.0;203.8;105.0;167.8;70.0;9.9;6.0;0.0;"FALSE";29.0;68.26
117.0;"385-3263";"no";216.0;140.0;224.1;69.0;267.9;112.0;11.8;4.0;0.0;"FALSE";25.0;71.02
118.0;"405-9496";"no";187.4;97.0;177.8;89.0;233.4;97.0;12.2;6.0;1.0;"FALSE";-1.0;60.76
124.0;"396-6775";"no";167.4;119.0;233.2;143.0;109.6;115.0;10.3;5.0;0.0;"FALSE";-1.0;55.99
22.0;"393-6475";"no";160.4;108.0;218.1;88.0;192.9;115.0;12.5;4.0;1.0;"FALSE";-1.0;57.870000000000005
75.0;"379-7779";"no";143.2;92.0;209.1;142.0;173.0;96.0;11.9;9.0;1.0;"FALSE";-1.0;53.11
134.0;"408-8650";"no";205.3;122.0;240.5;155.0;179.1;107.0;5.0;9.0;1.0;"FALSE";-1.0;64.75
164.0;"400-3497";"no";219.1;88.0;151.5;99.0;50.1;60.0;14.3;6.0;1.0;"FALSE";25.0;56.24
44.0;"407-9244";"no";143.2;77.0;169.8;114.0;215.8;77.0;7.6;4.0;1.0;"FALSE";-1.0;50.529999999999994
177.0;"406-8809";"no";232.8;106.0;175.2;97.0;212.2;77.0;12.5;7.0;2.0;"FALSE";-1.0;67.4
110.0;"358-1778";"no";162.0;81.0;247.5;89.0;155.5;99.0;8.9;8.0;0.0;"FALSE";-1.0;57.98
53.0;"337-4339";"no";25.9;119.0;206.5;96.0;228.1;64.0;6.5;7.0;1.0;"FALSE";27.0;33.970000000000006
108.0;"344-7197";"no";154.2;123.0;112.3;86.0;246.4;75.0;15.4;4.0;4.0;"TRUE";-1.0;51.010000000000005
80.0;"333-7631";"no";322.3;113.0;222.0;95.0;162.8;123.0;6.7;8.0;0.0;"TRUE";-1.0;82.8
158.0;"372-6623";"no";209.9;112.0;221.3;82.0;210.0;93.0;8.2;3.0;1.0;"FALSE";-1.0;66.14999999999999
114.0;"363-2602";"no";191.5;88.0;175.2;78.0;220.3;118.0;0.0;0.0;0.0;"FALSE";-1.0;57.36
64.0;"387-7757";"no";291.1;150.0;226.7;123.0;219.1;67.0;7.5;2.0;1.0;"FALSE";19.0;80.65
88.0;"397-5381";"no";215.6;115.0;216.2;85.0;171.3;65.0;11.8;1.0;3.0;"FALSE";-1.0;65.92999999999999
82.0;"406-4604";"yes";208.8;101.0;213.7;87.0;175.1;86.0;12.4;6.0;3.0;"FALSE";-1.0;64.89
111.0;"376-9513";"no";255.9;97.0;204.1;129.0;171.3;84.0;12.3;5.0;3.0;"FALSE";-1.0;71.88
60.0;"360-1852";"no";252.7;97.0;221.1;121.0;109.9;100.0;12.4;4.0;2.0;"FALSE";-1.0;70.05
113.0;"421-7270";"no";132.1;72.0;247.5;107.0;246.2;123.0;6.9;6.0;3.0;"FALSE";-1.0;56.44
109.0;"371-9482";"no";217.0;115.0;207.0;142.0;268.0;106.0;8.2;4.0;1.0;"FALSE";-1.0;68.76
105.0;"337-4101";"no";101.9;79.0;223.1;97.0;241.6;77.0;12.9;2.0;0.0;"FALSE";42.0;50.629999999999995
85.0;"420-2796";"no";211.5;100.0;184.6;88.0;164.3;131.0;13.3;4.0;2.0;"FALSE";-1.0;62.629999999999995
131.0;"366-4225";"no";153.4;86.0;198.5;81.0;164.4;83.0;10.4;3.0;0.0;"FALSE";-1.0;53.160000000000004
59.0;"398-4567";"no";166.3;95.0;239.3;87.0;123.2;108.0;10.0;3.0;2.0;"FALSE";-1.0;56.85
148.0;"388-4571";"no";185.2;87.0;170.4;96.0;165.1;104.0;9.5;13.0;1.0;"FALSE";-1.0;55.96
210.0;"360-8666";"no";104.6;121.0;149.5;71.0;255.1;67.0;6.5;8.0;2.0;"FALSE";-1.0;43.730000000000004
115.0;"333-3704";"no";245.2;105.0;159.0;109.0;229.9;74.0;7.2;8.0;0.0;"FALSE";-1.0;67.49
106.0;"383-2566";"no";274.4;120.0;198.6;82.0;160.8;62.0;6.0;3.0;1.0;"FALSE";-1.0;72.39
93.0;"406-5584";"no";98.4;78.0;249.6;129.0;248.2;114.0;14.2;4.0;1.0;"FALSE";-1.0;52.95
57.0;"344-4691";"no";279.9;121.0;223.1;109.0;251.7;94.0;13.0;2.0;1.0;"FALSE";29.0;81.38
98.0;"347-9737";"no";187.2;127.0;195.6;88.0;181.8;129.0;5.1;4.0;1.0;"FALSE";-1.0;58.010000000000005
157.0;"333-7961";"no";276.2;95.0;165.8;119.0;151.6;79.0;2.2;4.0;3.0;"FALSE";-1.0;68.45000000000002
116.0;"364-2439";"no";200.4;104.0;272.8;89.0;214.5;100.0;8.3;4.0;1.0;"FALSE";35.0;69.15
30.0;"411-8043";"no";162.3;96.0;244.0;122.0;180.1;89.0;9.1;4.0;2.0;"FALSE";-1.0;58.89
111.0;"332-5084";"no";176.9;128.0;102.8;56.0;213.7;84.0;10.5;2.0;4.0;"TRUE";-1.0;51.27
52.0;"413-4831";"no";165.5;78.0;205.5;89.0;213.6;124.0;12.2;6.0;0.0;"FALSE";-1.0;58.51
72.0;"343-4806";"no";217.8;93.0;189.7;113.0;182.6;91.0;10.4;5.0;4.0;"FALSE";-1.0;64.18
135.0;"401-8735";"no";201.4;100.0;246.5;117.0;154.8;131.0;12.9;4.0;2.0;"TRUE";28.0;65.64
86.0;"391-8626";"no";190.5;115.0;179.6;130.0;258.5;89.0;10.1;5.0;3.0;"FALSE";-1.0;62.019999999999996
98.0;"327-5817";"no";179.9;97.0;189.2;89.0;164.3;76.0;12.8;7.0;3.0;"FALSE";29.0;57.51
151.0;"381-4712";"no";235.9;104.0;80.6;91.0;212.8;116.0;5.8;2.0;3.0;"FALSE";-1.0;58.1
118.0;"335-3320";"no";140.4;112.0;187.1;60.0;207.9;155.0;7.9;1.0;0.0;"FALSE";-1.0;51.260000000000005
117.0;"415-8780";"no";144.6;115.0;258.8;66.0;253.2;113.0;7.4;9.0;2.0;"FALSE";-1.0;59.97
55.0;"362-1146";"no";189.0;100.0;118.5;99.0;248.1;87.0;17.1;6.0;0.0;"FALSE";-1.0;57.980000000000004
82.0;"352-7413";"no";101.0;93.0;155.6;104.0;304.4;93.0;13.3;2.0;0.0;"FALSE";-1.0;47.69
152.0;"387-6716";"no";206.3;98.0;292.8;82.0;43.7;121.0;10.6;4.0;1.0;"FALSE";-1.0;64.79
108.0;"352-1127";"no";165.1;85.0;267.0;93.0;250.7;114.0;10.9;4.0;1.0;"FALSE";15.0;64.99
98.0;"368-1288";"no";165.0;129.0;202.6;113.0;172.3;94.0;12.5;7.0;1.0;"TRUE";-1.0;56.4
130.0;"403-5279";"no";155.9;95.0;256.1;97.0;262.9;103.0;11.7;3.0;3.0;"FALSE";-1.0;63.25999999999999
136.0;"397-9333";"yes";199.2;122.0;214.7;114.0;150.9;105.0;11.8;7.0;1.0;"FALSE";-1.0;62.089999999999996
47.0;"411-7353";"no";155.3;116.0;188.2;85.0;247.0;73.0;12.3;4.0;3.0;"FALSE";-1.0;56.839999999999996
189.0;"383-2537";"no";208.3;106.0;236.7;123.0;179.1;120.0;11.3;5.0;3.0;"FALSE";-1.0;66.64
107.0;"330-4419";"no";157.1;79.0;162.6;124.0;150.0;138.0;12.1;6.0;1.0;"FALSE";-1.0;50.550000000000004
91.0;"390-7930";"no";154.4;165.0;168.3;121.0;239.9;81.0;11.7;4.0;5.0;"TRUE";-1.0;54.519999999999996
159.0;"362-5111";"no";189.1;105.0;246.1;147.0;242.0;106.0;10.4;5.0;1.0;"TRUE";-1.0;66.77000000000001
11.0;"358-6796";"no";131.5;98.0;230.2;111.0;283.7;87.0;10.0;3.0;2.0;"FALSE";24.0;57.400000000000006
167.0;"409-7494";"no";166.4;85.0;243.2;135.0;229.2;95.0;9.9;5.0;1.0;"FALSE";-1.0;61.940000000000005
111.0;"400-1636";"no";142.3;75.0;122.8;106.0;229.5;94.0;12.8;9.0;2.0;"FALSE";-1.0;48.42
99.0;"389-2747";"no";87.7;103.0;223.0;86.0;182.3;112.0;7.3;4.0;2.0;"FALSE";19.0;44.040000000000006
159.0;"415-2176";"no";184.1;78.0;194.5;71.0;225.6;101.0;16.9;3.0;0.0;"FALSE";19.0;62.54
114.0;"377-8067";"yes";174.5;104.0;224.2;92.0;116.3;91.0;12.3;10.0;2.0;"FALSE";31.0;57.28
71.0;"362-7835";"no";103.3;103.0;138.5;79.0;164.8;98.0;9.0;2.0;2.0;"FALSE";-1.0;39.18
122.0;"361-5225";"no";35.1;62.0;180.8;89.0;251.6;58.0;12.7;2.0;1.0;"FALSE";-1.0;36.09
100.0;"333-3447";"no";246.6;94.0;141.4;112.0;189.8;109.0;13.0;5.0;1.0;"FALSE";25.0;65.99
83.0;"341-3044";"no";78.5;109.0;210.5;101.0;179.7;102.0;11.8;4.0;1.0;"FALSE";37.0;42.519999999999996
64.0;"350-7306";"no";148.1;73.0;164.9;101.0;216.0;125.0;12.3;2.0;5.0;"TRUE";-1.0;52.24
105.0;"353-8849";"no";206.2;84.0;256.4;138.0;117.1;91.0;9.0;3.0;1.0;"FALSE";-1.0;64.53999999999999
144.0;"402-3476";"no";251.6;87.0;197.6;118.0;209.2;97.0;12.2;3.0;2.0;"FALSE";33.0;72.27000000000001
106.0;"338-6018";"yes";270.3;111.0;215.2;90.0;254.0;133.0;14.4;7.0;1.0;"TRUE";26.0;79.56
19.0;"409-3520";"no";156.6;97.0;224.2;97.0;260.9;135.0;11.3;1.0;1.0;"FALSE";34.0;60.47
46.0;"357-1085";"no";139.4;81.0;223.7;113.0;173.1;77.0;13.6;6.0;1.0;"FALSE";-1.0;54.17
127.0;"353-3285";"no";220.2;108.0;188.4;124.0;172.7;113.0;11.7;3.0;2.0;"FALSE";-1.0;64.36999999999999
9.0;"409-9885";"no";214.1;108.0;169.2;115.0;189.7;117.0;10.1;3.0;1.0;"FALSE";39.0;62.05
157.0;"388-7701";"no";196.0;74.0;213.4;96.0;196.8;81.0;7.9;6.0;1.0;"FALSE";-1.0;62.45
105.0;"385-8184";"no";106.4;71.0;240.1;83.0;147.7;114.0;5.3;4.0;6.0;"TRUE";-1.0;46.58
105.0;"345-2863";"no";179.4;113.0;275.4;100.0;246.1;105.0;10.0;5.0;0.0;"FALSE";29.0;67.68
155.0;"353-6300";"no";216.7;30.0;144.3;125.0;135.3;106.0;10.8;1.0;2.0;"FALSE";-1.0;58.120000000000005
31.0;"389-5649";"no";177.3;129.0;152.8;105.0;162.9;92.0;5.1;2.0;0.0;"FALSE";-1.0;51.84
161.0;"378-8137";"no";151.6;117.0;219.4;87.0;224.7;68.0;4.0;5.0;1.0;"FALSE";-1.0;55.61
95.0;"340-4627";"no";262.2;123.0;165.2;82.0;194.3;57.0;10.6;5.0;0.0;"FALSE";32.0;70.21
122.0;"352-6833";"no";173.6;110.0;91.7;84.0;211.7;103.0;9.7;7.0;3.0;"FALSE";-1.0;49.45
37.0;"420-2000";"yes";106.6;76.0;147.4;89.0;235.8;113.0;9.6;8.0;2.0;"FALSE";-1.0;43.849999999999994
132.0;"368-5437";"no";193.3;106.0;128.3;94.0;162.1;119.0;11.6;4.0;5.0;"TRUE";-1.0;54.19
119.0;"418-8170";"no";217.2;94.0;138.7;52.0;139.3;85.0;11.3;4.0;0.0;"FALSE";24.0;58.03
16.0;"403-9417";"no";209.5;89.0;172.8;85.0;94.1;102.0;8.8;4.0;1.0;"FALSE";-1.0;56.92
99.0;"330-6165";"no";95.4;105.0;207.2;101.0;136.0;117.0;5.6;5.0;1.0;"FALSE";-1.0;41.459999999999994
76.0;"412-4185";"no";214.6;110.0;205.2;87.0;134.6;140.0;8.1;2.0;1.0;"FALSE";26.0;62.17
167.0;"409-4734";"no";131.6;120.0;211.3;96.0;168.3;97.0;11.1;4.0;4.0;"TRUE";-1.0;50.9
129.0;"348-9828";"no";168.4;117.0;217.1;129.0;81.6;100.0;11.8;7.0;1.0;"FALSE";-1.0;53.94
116.0;"418-8850";"no";146.4;123.0;176.6;113.0;212.6;102.0;7.8;5.0;1.0;"FALSE";-1.0;51.58
60.0;"330-8351";"yes";183.0;110.0;206.7;93.0;203.8;119.0;11.1;6.0;1.0;"FALSE";-1.0;60.85
128.0;"347-7773";"no";103.3;122.0;245.9;123.0;161.1;95.0;6.4;7.0;0.0;"FALSE";-1.0;47.43999999999999
47.0;"392-6841";"no";112.2;70.0;154.8;106.0;166.7;105.0;10.6;2.0;0.0;"FALSE";28.0;42.59
40.0;"354-2189";"yes";170.7;55.0;179.1;108.0;281.9;89.0;8.2;9.0;3.0;"FALSE";-1.0;59.14
173.0;"349-9060";"no";172.5;78.0;142.6;91.0;102.0;63.0;10.9;2.0;0.0;"FALSE";-1.0;48.97999999999999
157.0;"334-1311";"no";194.3;107.0;243.2;108.0;322.2;114.0;7.1;5.0;1.0;"FALSE";30.0;70.12
66.0;"415-3120";"no";187.8;117.0;129.8;90.0;132.3;113.0;12.0;3.0;2.0;"FALSE";32.0;52.150000000000006
50.0;"387-5891";"yes";307.1;94.0;289.4;78.0;174.9;109.0;8.0;3.0;0.0;"FALSE";26.0;86.84
72.0;"368-8026";"no";118.2;106.0;167.2;136.0;214.2;106.0;12.2;3.0;3.0;"FALSE";-1.0;47.23
130.0;"332-9446";"no";154.0;95.0;205.9;106.0;233.7;75.0;12.9;1.0;1.0;"FALSE";-1.0;57.67999999999999
143.0;"393-5284";"no";155.5;101.0;213.4;89.0;237.9;61.0;7.6;11.0;1.0;"FALSE";-1.0;57.339999999999996
89.0;"376-1677";"yes";125.6;108.0;213.0;90.0;181.7;108.0;5.4;5.0;1.0;"FALSE";-1.0;49.1
108.0;"392-2268";"no";199.3;104.0;224.2;92.0;140.1;57.0;15.2;2.0;0.0;"FALSE";-1.0;63.339999999999996
32.0;"396-4311";"no";157.9;88.0;180.8;132.0;132.5;102.0;12.8;3.0;1.0;"FALSE";-1.0;51.63
166.0;"363-4005";"no";203.4;81.0;167.7;110.0;132.0;124.0;9.2;5.0;2.0;"FALSE";-1.0;57.24999999999999
109.0;"344-9966";"no";222.2;113.0;218.5;122.0;266.0;88.0;10.9;5.0;1.0;"FALSE";-1.0;71.25
72.0;"337-7377";"no";92.8;98.0;271.2;115.0;167.1;83.0;5.8;7.0;1.0;"FALSE";39.0;47.92
134.0;"373-7037";"no";216.8;78.0;102.2;111.0;174.0;83.0;8.6;2.0;0.0;"FALSE";32.0;55.699999999999996
13.0;"356-7580";"no";193.2;89.0;194.4;90.0;186.5;104.0;9.7;2.0;4.0;"FALSE";-1.0;60.37
90.0;"390-3401";"no";113.2;108.0;189.3;63.0;271.8;124.0;14.1;4.0;3.0;"FALSE";-1.0;51.370000000000005
